Date;Close
11/08/2016;1.376.999.969.482.420
12/08/2016;13.685.000.610.351.500
15/08/2016;1.369.499.969.482.420
16/08/2016;13.739.999.389.648.400
17/08/2016;1.350.500.030.517.570
18/08/2016;13.814.999.389.648.400
19/08/2016;1.388.000.030.517.570
22/08/2016;14.410.000.610.351.500
23/08/2016;1.453.000.030.517.570
24/08/2016;14.214.999.389.648.400
25/08/2016;143.5
26/08/2016;14.389.999.389.648.400
29/08/2016;144.0
30/08/2016;144.75
31/08/2016;14.589.999.389.648.400
01/09/2016;15.010.000.610.351.500
02/09/2016;15.010.000.610.351.500
06/09/2016;1.524.499.969.482.420
07/09/2016;15.385.000.610.351.500
08/09/2016;1.536.999.969.482.420
09/09/2016;1.499.499.969.482.420
12/09/2016;1.496.999.969.482.420
13/09/2016;14.735.000.610.351.500
14/09/2016;1.478.000.030.517.570
15/09/2016;14.760.000.610.351.500
16/09/2016;14.710.000.610.351.500
19/09/2016;151.5
20/09/2016;155.5
21/09/2016;1.565.500.030.517.570
22/09/2016;155.25
23/09/2016;15.139.999.389.648.400
26/09/2016;1.535.500.030.517.570
27/09/2016;1.536.999.969.482.420
28/09/2016;15.310.000.610.351.500
29/09/2016;15.014.999.389.648.400
30/09/2016;1.515.500.030.517.570
03/10/2016;1.475.500.030.517.570
04/10/2016;1.474.499.969.482.420
05/10/2016;1.481.999.969.482.420
06/10/2016;14.639.999.389.648.400
07/10/2016;148.0
11/10/2016;1.508.000.030.517.570
12/10/2016;15.210.000.610.351.500
13/10/2016;1.526.999.969.482.420
14/10/2016;15.539.999.389.648.400
17/10/2016;15.710.000.610.351.500
18/10/2016;158.75
19/10/2016;15.785.000.610.351.500
20/10/2016;15.589.999.389.648.400
21/10/2016;15.610.000.610.351.500
24/10/2016;15.789.999.389.648.400
25/10/2016;164.5
26/10/2016;1.636.999.969.482.420
27/10/2016;1.648.000.030.517.570
28/10/2016;165.5
31/10/2016;16.414.999.389.648.400
01/11/2016;1.614.499.969.482.420
02/11/2016;16.289.999.389.648.400
03/11/2016;16.564.999.389.648.400
04/11/2016;17.135.000.610.351.500
07/11/2016;17.435.000.610.351.500
08/11/2016;167.5
09/11/2016;17.010.000.610.351.500
10/11/2016;16.185.000.610.351.500
14/11/2016;1.618.000.030.517.570
15/11/2016;1.618.000.030.517.570
16/11/2016;161.25
17/11/2016;1.593.000.030.517.570
18/11/2016;15.785.000.610.351.500
21/11/2016;15.864.999.389.648.400
22/11/2016;157.25
23/11/2016;15.464.999.389.648.400
25/11/2016;1.523.000.030.517.570
28/11/2016;153.0
29/11/2016;14.989.999.389.648.400
30/11/2016;147.5
01/12/2016;1.418.000.030.517.570
02/12/2016;1.411.999.969.482.420
05/12/2016;1.401.999.969.482.420
06/12/2016;1.379.499.969.482.420
07/12/2016;13.789.999.389.648.400
08/12/2016;13.760.000.610.351.500
09/12/2016;1.355.500.030.517.570
12/12/2016;1.380.500.030.517.570
13/12/2016;13.889.999.389.648.400
14/12/2016;140.25
15/12/2016;1.383.000.030.517.570
16/12/2016;1.381.999.969.482.420
19/12/2016;1.411.999.969.482.420
20/12/2016;14.385.000.610.351.500
21/12/2016;1.445.500.030.517.570
22/12/2016;13.910.000.610.351.500
23/12/2016;13.614.999.389.648.400
27/12/2016;1.341.999.969.482.420
28/12/2016;133.5
29/12/2016;1.354.499.969.482.420
30/12/2016;1.370.500.030.517.570
03/01/2017;13.739.999.389.648.400
04/01/2017;1.418.000.030.517.570
05/01/2017;143.75
06/01/2017;14.285.000.610.351.500
09/01/2017;1.441.999.969.482.420
10/01/2017;1.476.999.969.482.420
11/01/2017;149.0
12/01/2017;14.960.000.610.351.500
13/01/2017;1.493.000.030.517.570
17/01/2017;14.989.999.389.648.400
18/01/2017;1.491.999.969.482.420
19/01/2017;150.75
20/01/2017;1.531.999.969.482.420
23/01/2017;15.539.999.389.648.400
24/01/2017;15.235.000.610.351.500
25/01/2017;15.289.999.389.648.400
26/01/2017;1.514.499.969.482.420
27/01/2017;15.239.999.389.648.400
30/01/2017;15.114.999.389.648.400
31/01/2017;1.495.500.030.517.570
01/02/2017;15.014.999.389.648.400
02/02/2017;1.459.499.969.482.420
03/02/2017;146.25
06/02/2017;1.441.999.969.482.420
07/02/2017;14.260.000.610.351.500
08/02/2017;14.289.999.389.648.400
09/02/2017;1.451.999.969.482.420
10/02/2017;145.75
13/02/2017;144.25
14/02/2017;14.364.999.389.648.400
15/02/2017;144.5
16/02/2017;1.463.000.030.517.570
17/02/2017;1.478.000.030.517.570
21/02/2017;15.035.000.610.351.500
22/02/2017;1.491.999.969.482.420
23/02/2017;14.785.000.610.351.500
24/02/2017;14.439.999.389.648.400
27/02/2017;13.910.000.610.351.500
28/02/2017;1.406.999.969.482.420
01/03/2017;14.264.999.389.648.400
02/03/2017;1.421.999.969.482.420
03/03/2017;141.25
06/03/2017;13.964.999.389.648.400
07/03/2017;139.0
08/03/2017;1.400.500.030.517.570
09/03/2017;138.75
10/03/2017;13.964.999.389.648.400
13/03/2017;140.5
14/03/2017;13.960.000.610.351.500
15/03/2017;1.391.999.969.482.420
16/03/2017;139.75
17/03/2017;1.408.000.030.517.570
20/03/2017;144.0
21/03/2017;143.5
22/03/2017;1.416.999.969.482.420
23/03/2017;140.5
24/03/2017;13.760.000.610.351.500
27/03/2017;1.391.999.969.482.420
28/03/2017;13.885.000.610.351.500
29/03/2017;1.393.000.030.517.570
30/03/2017;1.393.000.030.517.570
31/03/2017;1.393.000.030.517.570
03/04/2017;13.785.000.610.351.500
04/04/2017;137.75
05/04/2017;1.373.000.030.517.570
06/04/2017;137.75
07/04/2017;1.400.500.030.517.570
10/04/2017;13.985.000.610.351.500
11/04/2017;1.401.999.969.482.420
12/04/2017;1.383.000.030.517.570
13/04/2017;13.889.999.389.648.400
17/04/2017;14.110.000.610.351.500
18/04/2017;14.289.999.389.648.400
19/04/2017;138.0
20/04/2017;13.164.999.389.648.400
21/04/2017;12.985.000.610.351.500
24/04/2017;129.5
25/04/2017;12.989.999.389.648.400
26/04/2017;12.814.999.389.648.400
27/04/2017;1.270.999.984.741.210
28/04/2017;1.310.500.030.517.570
01/05/2017;13.360.000.610.351.500
02/05/2017;134.0
03/05/2017;135.0
04/05/2017;1.326.999.969.482.420
05/05/2017;13.310.000.610.351.500
08/05/2017;1.345.500.030.517.570
09/05/2017;1.328.000.030.517.570
10/05/2017;1.343.000.030.517.570
11/05/2017;13.189.999.389.648.400
12/05/2017;13.260.000.610.351.500
15/05/2017;131.25
16/05/2017;129.25
17/05/2017;1.321.999.969.482.420
18/05/2017;1.274.000.015.258.780
19/05/2017;13.210.000.610.351.500
22/05/2017;13.060.000.610.351.500
23/05/2017;130.25
24/05/2017;1.285.500.030.517.570
25/05/2017;1.293.000.030.517.570
26/05/2017;1.311.999.969.482.420
30/05/2017;13.210.000.610.351.500
31/05/2017;12.935.000.610.351.500
01/06/2017;12.769.999.694.824.200
02/06/2017;12.555.000.305.175.700
05/06/2017;1.284.499.969.482.420
06/06/2017;12.555.000.305.175.700
07/06/2017;125.75
08/06/2017;1.263.499.984.741.210
09/06/2017;12.655.000.305.175.700
12/06/2017;1.275.999.984.741.210
13/06/2017;1.264.000.015.258.780
14/06/2017;12.555.000.305.175.700
15/06/2017;12.580.000.305.175.700
16/06/2017;12.355.000.305.175.700
19/06/2017;12.419.999.694.824.200
20/06/2017;12.194.999.694.824.200
21/06/2017;1.193.499.984.741.210
22/06/2017;11.344.999.694.824.200
23/06/2017;11.994.999.694.824.200
26/06/2017;12.194.999.694.824.200
27/06/2017;122.75
28/06/2017;122.75
29/06/2017;124.75
30/06/2017;12.405.000.305.175.700
03/07/2017;1.258.499.984.741.210
05/07/2017;1.276.500.015.258.780
06/07/2017;126.75
07/07/2017;12.655.000.305.175.700
10/07/2017;126.25
11/07/2017;12.444.999.694.824.200
12/07/2017;126.0
13/07/2017;12.935.000.610.351.500
14/07/2017;1.316.999.969.482.420
17/07/2017;1.315.500.030.517.570
18/07/2017;13.189.999.389.648.400
19/07/2017;1.311.999.969.482.420
20/07/2017;135.0
21/07/2017;1.365.500.030.517.570
24/07/2017;1.325.500.030.517.570
25/07/2017;13.060.000.610.351.500
26/07/2017;1.348.000.030.517.570
27/07/2017;1.359.499.969.482.420
28/07/2017;13.785.000.610.351.500
31/07/2017;139.25
01/08/2017;13.785.000.610.351.500
02/08/2017;14.035.000.610.351.500
03/08/2017;1.401.999.969.482.420
04/08/2017;14.014.999.389.648.400
07/08/2017;1.420.500.030.517.570
08/08/2017;142.75
09/08/2017;14.264.999.389.648.400
10/08/2017;138.5
11/08/2017;1.403.000.030.517.570
14/08/2017;1.369.499.969.482.420
15/08/2017;132.0
16/08/2017;1.309.499.969.482.420
17/08/2017;1.284.499.969.482.420
18/08/2017;1.280.500.030.517.570
21/08/2017;1.264.000.015.258.780
22/08/2017;1.258.499.984.741.210
23/08/2017;126.25
24/08/2017;12.669.999.694.824.200
25/08/2017;1.301.999.969.482.420
28/08/2017;12.989.999.389.648.400
29/08/2017;12.730.000.305.175.700
30/08/2017;12.694.999.694.824.200
31/08/2017;12.814.999.389.648.400
01/09/2017;127.75
05/09/2017;126.5
06/09/2017;1.265.999.984.741.210
07/09/2017;1.279.000.015.258.780
08/09/2017;12.939.999.389.648.400
11/09/2017;13.060.000.610.351.500
12/09/2017;1.338.000.030.517.570
13/09/2017;13.660.000.610.351.500
14/09/2017;13.585.000.610.351.500
15/09/2017;140.0
18/09/2017;1.389.499.969.482.420
19/09/2017;1.339.499.969.482.420
20/09/2017;1.365.500.030.517.570
21/09/2017;135.0
22/09/2017;1.344.499.969.482.420
25/09/2017;1.315.500.030.517.570
26/09/2017;132.25
27/09/2017;12.935.000.610.351.500
28/09/2017;128.5
29/09/2017;1.280.500.030.517.570
02/10/2017;12.719.999.694.824.200
03/10/2017;12.544.999.694.824.200
04/10/2017;1.251.500.015.258.780
05/10/2017;12.719.999.694.824.200
06/10/2017;130.0
09/10/2017;1.309.499.969.482.420
10/10/2017;131.0
11/10/2017;12.680.000.305.175.700
12/10/2017;1.263.499.984.741.210
13/10/2017;12.644.999.694.824.200
16/10/2017;123.75
17/10/2017;1.241.500.015.258.780
18/10/2017;12.430.000.305.175.700
19/10/2017;1.268.499.984.741.210
20/10/2017;125.25
23/10/2017;1.243.499.984.741.210
24/10/2017;12.319.999.694.824.200
25/10/2017;1.240.999.984.741.210
26/10/2017;12.455.000.305.175.700
27/10/2017;1.265.999.984.741.210
30/10/2017;1.259.000.015.258.780
31/10/2017;1.250.999.984.741.210
01/11/2017;12.294.999.694.824.200
02/11/2017;1.264.000.015.258.780
03/11/2017;12.394.999.694.824.200
06/11/2017;12.555.000.305.175.700
07/11/2017;12.469.999.694.824.200
08/11/2017;125.75
09/11/2017;1.264.000.015.258.780
10/11/2017;12.755.000.305.175.700
13/11/2017;1.275.999.984.741.210
14/11/2017;12.705.000.305.175.700
15/11/2017;126.75
16/11/2017;12.669.999.694.824.200
17/11/2017;12.380.000.305.175.700
20/11/2017;1.229.000.015.258.780
21/11/2017;1.238.499.984.741.210
22/11/2017;12.455.000.305.175.700
24/11/2017;12.480.000.305.175.700
27/11/2017;12.555.000.305.175.700
28/11/2017;12.744.999.694.824.200
29/11/2017;12.960.000.610.351.500
30/11/2017;12.630.000.305.175.700
01/12/2017;12.755.000.305.175.700
04/12/2017;126.75
05/12/2017;12.594.999.694.824.200
06/12/2017;1.248.499.984.741.210
07/12/2017;1.208.499.984.741.210
08/12/2017;1.205.999.984.741.210
11/12/2017;119.0
12/12/2017;11.705.000.305.175.700
13/12/2017;11.894.999.694.824.200
14/12/2017;1.191.500.015.258.780
15/12/2017;11.694.999.694.824.200
18/12/2017;11.855.000.305.175.700
19/12/2017;121.75
20/12/2017;1.231.500.015.258.780
21/12/2017;122.25
22/12/2017;1.204.000.015.258.780
26/12/2017;12.219.999.694.824.200
27/12/2017;124.5
28/12/2017;12.480.000.305.175.700
29/12/2017;12.619.999.694.824.200
02/01/2018;1.301.999.969.482.420
03/01/2018;12.860.000.610.351.500
04/01/2018;1.295.500.030.517.570
05/01/2018;1.284.499.969.482.420
08/01/2018;1.251.500.015.258.780
09/01/2018;1.251.500.015.258.780
10/01/2018;12.394.999.694.824.200
11/01/2018;12.280.000.305.175.700
12/01/2018;122.25
16/01/2018;12.044.999.694.824.200
17/01/2018;1.230.999.984.741.210
18/01/2018;1.210.999.984.741.210
19/01/2018;121.25
22/01/2018;12.255.000.305.175.700
23/01/2018;12.094.999.694.824.200
24/01/2018;122.5
25/01/2018;1.236.500.015.258.780
26/01/2018;1.251.500.015.258.780
29/01/2018;12.494.999.694.824.200
30/01/2018;12.230.000.305.175.700
31/01/2018;1.218.499.984.741.210
01/02/2018;1.214.000.015.258.780
02/02/2018;1.204.000.015.258.780
05/02/2018;11.980.000.305.175.700
06/02/2018;1.228.499.984.741.210
07/02/2018;12.330.000.305.175.700
08/02/2018;1.228.499.984.741.210
09/02/2018;1.218.499.984.741.210
12/02/2018;1.214.000.015.258.780
13/02/2018;122.75
14/02/2018;12.280.000.305.175.700
15/02/2018;121.75
16/02/2018;11.794.999.694.824.200
20/02/2018;11.819.999.694.824.200
21/02/2018;11.694.999.694.824.200
22/02/2018;1.195.999.984.741.210
23/02/2018;11.944.999.694.824.200
26/02/2018;120.5
27/02/2018;11.994.999.694.824.200
28/02/2018;12.105.000.305.175.700
01/03/2018;12.244.999.694.824.200
02/03/2018;1.203.499.984.741.210
05/03/2018;11.919.999.694.824.200
06/03/2018;11.994.999.694.824.200
07/03/2018;11.930.000.305.175.700
08/03/2018;119.0
09/03/2018;1.188.499.984.741.210
12/03/2018;1.181.500.015.258.780
13/03/2018;12.044.999.694.824.200
14/03/2018;11.994.999.694.824.200
15/03/2018;1.176.500.015.258.780
16/03/2018;11.694.999.694.824.200
19/03/2018;1.183.499.984.741.210
20/03/2018;11.894.999.694.824.200
21/03/2018;1.188.499.984.741.210
22/03/2018;119.0
23/03/2018;11.719.999.694.824.200
26/03/2018;1.181.500.015.258.780
27/03/2018;11.894.999.694.824.200
28/03/2018;117.75
29/03/2018;1.181.500.015.258.780
02/04/2018;1.164.000.015.258.780
03/04/2018;1.165.999.984.741.210
04/04/2018;1.169.000.015.258.780
05/04/2018;11.755.000.305.175.700
06/04/2018;11.744.999.694.824.200
09/04/2018;1.186.500.015.258.780
10/04/2018;1.175.999.984.741.210
11/04/2018;1.181.500.015.258.780
12/04/2018;1.179.000.015.258.780
13/04/2018;11.730.000.305.175.700
16/04/2018;114.25
17/04/2018;11.355.000.305.175.700
18/04/2018;1.149.000.015.258.780
19/04/2018;114.25
20/04/2018;115.75
23/04/2018;117.0
24/04/2018;118.5
25/04/2018;1.168.499.984.741.210
26/04/2018;1.175.999.984.741.210
27/04/2018;1.203.499.984.741.210
30/04/2018;1.206.500.015.258.780
01/05/2018;1.225.999.984.741.210
02/05/2018;1.215.999.984.741.210
03/05/2018;12.219.999.694.824.200
04/05/2018;12.044.999.694.824.200
07/05/2018;11.819.999.694.824.200
08/05/2018;11.655.000.305.175.700
09/05/2018;115.5
10/05/2018;11.630.000.305.175.700
11/05/2018;115.25
14/05/2018;1.136.500.015.258.780
15/05/2018;1.129.000.015.258.780
16/05/2018;113.25
17/05/2018;1.138.499.984.741.210
18/05/2018;11.394.999.694.824.200
21/05/2018;12.019.999.694.824.200
22/05/2018;1.208.499.984.741.210
23/05/2018;1.193.499.984.741.210
24/05/2018;12.055.000.305.175.700
25/05/2018;1.204.000.015.258.780
29/05/2018;120.25
30/05/2018;12.030.000.305.175.700
31/05/2018;12.369.999.694.824.200
01/06/2018;122.75
04/06/2018;121.5
05/06/2018;11.944.999.694.824.200
06/06/2018;118.25
07/06/2018;11.569.999.694.824.200
08/06/2018;117.25
11/06/2018;1.170.999.984.741.210
12/06/2018;1.173.499.984.741.210
13/06/2018;1.163.499.984.741.210
14/06/2018;11.569.999.694.824.200
15/06/2018;11.519.999.694.824.200
18/06/2018;11.444.999.694.824.200
19/06/2018;1.140.999.984.741.210
20/06/2018;1.136.500.015.258.780
21/06/2018;1.125.999.984.741.210
22/06/2018;1.138.499.984.741.210
25/06/2018;1.141.500.015.258.780
26/06/2018;11.480.000.305.175.700
27/06/2018;11.430.000.305.175.700
28/06/2018;1.121.500.015.258.780
29/06/2018;111.5
02/07/2018;10.780.000.305.175.700
03/07/2018;1.083.499.984.741.210
05/07/2018;10.630.000.305.175.700
06/07/2018;111.25
09/07/2018;11.219.999.694.824.200
10/07/2018;11.194.999.694.824.200
11/07/2018;10.919.999.694.824.200
12/07/2018;10.869.999.694.824.200
13/07/2018;10.705.000.305.175.700
16/07/2018;10.744.999.694.824.200
17/07/2018;10.569.999.694.824.200
18/07/2018;1.045.999.984.741.210
19/07/2018;105.25
20/07/2018;1.106.500.015.258.780
23/07/2018;1.116.500.015.258.780
24/07/2018;11.094.999.694.824.200
25/07/2018;111.0
26/07/2018;10.955.000.305.175.700
27/07/2018;11.044.999.694.824.200
30/07/2018;1.114.000.015.258.780
31/07/2018;1.099.000.015.258.780
01/08/2018;10.805.000.305.175.700
02/08/2018;10.669.999.694.824.200
03/08/2018;107.75
06/08/2018;108.75
07/08/2018;10.905.000.305.175.700
08/08/2018;1.078.499.984.741.210
09/08/2018;1.076.500.015.258.780
10/08/2018;107.0
13/08/2018;106.25
14/08/2018;10.505.000.305.175.700
15/08/2018;1.024.000.015.258.780
16/08/2018;10.169.999.694.824.200
17/08/2018;10.119.999.694.824.200
20/08/2018;97.25
21/08/2018;9.794.999.694.824.210
22/08/2018;964.000.015.258.789
23/08/2018;9.719.999.694.824.210
24/08/2018;10.055.000.305.175.700
27/08/2018;1.018.499.984.741.210
28/08/2018;99.25
29/08/2018;986.500.015.258.789
30/08/2018;9.894.999.694.824.210
31/08/2018;980.999.984.741.211
04/09/2018;97.75
05/09/2018;1.000.999.984.741.210
06/09/2018;9.794.999.694.824.210
07/09/2018;9.880.000.305.175.780
10/09/2018;97.5
11/09/2018;9.619.999.694.824.210
12/09/2018;978.499.984.741.211
13/09/2018;964.000.015.258.789
14/09/2018;9.544.999.694.824.210
17/09/2018;9.344.999.694.824.210
18/09/2018;92.0
19/09/2018;9.669.999.694.824.210
20/09/2018;99.75
21/09/2018;999.000.015.258.789
24/09/2018;98.5
25/09/2018;970.999.984.741.211
26/09/2018;97.75
27/09/2018;9.930.000.305.175.780
28/09/2018;10.244.999.694.824.200
01/10/2018;10.219.999.694.824.200
02/10/2018;1.076.500.015.258.780
03/10/2018;1.065.999.984.741.210
04/10/2018;10.694.999.694.824.200
05/10/2018;10.894.999.694.824.200
08/10/2018;1.118.499.984.741.210
09/10/2018;1.131.500.015.258.780
10/10/2018;1.119.000.015.258.780
11/10/2018;1.129.000.015.258.780
12/10/2018;11.655.000.305.175.700
15/10/2018;1.193.499.984.741.210
16/10/2018;1.176.500.015.258.780
17/10/2018;12.255.000.305.175.700
18/10/2018;12.205.000.305.175.700
19/10/2018;1.220.999.984.741.210
22/10/2018;1.176.500.015.258.780
23/10/2018;1.210.999.984.741.210
24/10/2018;120.25
25/10/2018;1.211.500.015.258.780
26/10/2018;1.196.500.015.258.780
29/10/2018;114.25
30/10/2018;1.124.000.015.258.780
31/10/2018;11.269.999.694.824.200
01/11/2018;11.780.000.305.175.700
02/11/2018;12.005.000.305.175.700
05/11/2018;1.170.999.984.741.210
06/11/2018;113.25
07/11/2018;1.155.999.984.741.210
08/11/2018;1.166.500.015.258.780
09/11/2018;1.138.499.984.741.210
12/11/2018;1.101.500.015.258.780
13/11/2018;10.919.999.694.824.200
14/11/2018;1.126.500.015.258.780
15/11/2018;11.005.000.305.175.700
16/11/2018;1.125.999.984.741.210
19/11/2018;1.123.499.984.741.210
20/11/2018;1.106.500.015.258.780
21/11/2018;11.030.000.305.175.700
23/11/2018;1.071.500.015.258.780
26/11/2018;107.0
27/11/2018;109.5
28/11/2018;1.100.999.984.741.210
29/11/2018;108.5
30/11/2018;103.25
03/12/2018;103.5
04/12/2018;1.019.000.015.258.780
06/12/2018;1.006.500.015.258.780
07/12/2018;9.880.000.305.175.780
10/12/2018;10.044.999.694.824.200
11/12/2018;976.500.015.258.789
12/12/2018;97.75
13/12/2018;9.880.000.305.175.780
14/12/2018;9.694.999.694.824.210
17/12/2018;9.469.999.694.824.210
18/12/2018;943.499.984.741.211
19/12/2018;1.008.499.984.741.210
20/12/2018;102.5
21/12/2018;9.969.999.694.824.210
24/12/2018;10.219.999.694.824.200
26/12/2018;1.039.000.015.258.780
27/12/2018;101.75
28/12/2018;10.094.999.694.824.200
31/12/2018;1.018.499.984.741.210
02/01/2019;99.5
03/01/2019;1.021.500.015.258.780
04/01/2019;1.015.999.984.741.210
07/01/2019;102.75
08/01/2019;10.505.000.305.175.700
09/01/2019;10.530.000.305.175.700
10/01/2019;104.25
11/01/2019;1.038.499.984.741.210
14/01/2019;102.75
15/01/2019;10.130.000.305.175.700
16/01/2019;1.024.000.015.258.780
17/01/2019;1.024.000.015.258.780
18/01/2019;10.494.999.694.824.200
22/01/2019;1.033.499.984.741.210
23/01/2019;1.034.000.015.258.780
24/01/2019;10.530.000.305.175.700
25/01/2019;10.680.000.305.175.700
28/01/2019;1.026.500.015.258.780
29/01/2019;1.025.999.984.741.210
30/01/2019;1.020.999.984.741.210
31/01/2019;1.059.000.015.258.780
01/02/2019;10.369.999.694.824.200
04/02/2019;1.055.999.984.741.210
05/02/2019;1.048.499.984.741.210
06/02/2019;105.5
07/02/2019;10.430.000.305.175.700
08/02/2019;1.025.999.984.741.210
11/02/2019;10.019.999.694.824.200
12/02/2019;10.044.999.694.824.200
13/02/2019;989.000.015.258.789
14/02/2019;978.499.984.741.211
15/02/2019;9.794.999.694.824.210
19/02/2019;9.719.999.694.824.210
20/02/2019;9.755.000.305.175.780
21/02/2019;960.999.984.741.211
22/02/2019;9.644.999.694.824.210
25/02/2019;964.000.015.258.789
26/02/2019;9.355.000.305.175.780
27/02/2019;9.569.999.694.824.210
28/02/2019;9.519.999.694.824.210
01/03/2019;9.694.999.694.824.210
04/03/2019;940.999.984.741.211
05/03/2019;9.644.999.694.824.210
06/03/2019;95.5
07/03/2019;936.500.015.258.789
08/03/2019;9.530.000.305.175.780
11/03/2019;94.0
12/03/2019;9.280.000.305.175.780
13/03/2019;9.444.999.694.824.210
14/03/2019;9.394.999.694.824.210
15/03/2019;945.999.984.741.211
18/03/2019;936.500.015.258.789
19/03/2019;9.344.999.694.824.210
20/03/2019;94.75
21/03/2019;9.480.000.305.175.780
22/03/2019;939.000.015.258.789
25/03/2019;94.25
26/03/2019;953.499.984.741.211
27/03/2019;938.499.984.741.211
28/03/2019;94.0
29/03/2019;94.5
01/04/2019;920.999.984.741.211
02/04/2019;916.500.015.258.789
03/04/2019;953.499.984.741.211
04/04/2019;9.530.000.305.175.780
05/04/2019;9.319.999.694.824.210
08/04/2019;9.294.999.694.824.210
09/04/2019;936.500.015.258.789
10/04/2019;94.25
11/04/2019;90.25
12/04/2019;904.000.015.258.789
15/04/2019;914.000.015.258.789
16/04/2019;90.5
17/04/2019;8.705.000.305.175.780
18/04/2019;9.019.999.694.824.210
22/04/2019;910.999.984.741.211
23/04/2019;91.5
24/04/2019;9.044.999.694.824.210
25/04/2019;9.205.000.305.175.780
26/04/2019;9.269.999.694.824.210
29/04/2019;913.499.984.741.211
30/04/2019;918.499.984.741.211
01/05/2019;8.980.000.305.175.780
02/05/2019;90.25
03/05/2019;89.25
06/05/2019;8.880.000.305.175.780
07/05/2019;866.500.015.258.789
08/05/2019;8.719.999.694.824.210
09/05/2019;89.5
10/05/2019;8.944.999.694.824.210
13/05/2019;88.25
14/05/2019;8.955.000.305.175.780
15/05/2019;899.000.015.258.789
16/05/2019;90.0
17/05/2019;873.499.984.741.211
20/05/2019;88.25
21/05/2019;929.000.015.258.789
22/05/2019;91.75
23/05/2019;93.5
24/05/2019;9.330.000.305.175.780
28/05/2019;9.605.000.305.175.780
29/05/2019;99.5
30/05/2019;1.023.499.984.741.210
31/05/2019;1.045.999.984.741.210
03/06/2019;103.75
04/06/2019;1.056.500.015.258.780
05/06/2019;990.999.984.741.211
06/06/2019;10.205.000.305.175.700
07/06/2019;10.094.999.694.824.200
10/06/2019;985.999.984.741.211
11/06/2019;97.0
12/06/2019;9.905.000.305.175.780
13/06/2019;973.499.984.741.211
14/06/2019;96.0
17/06/2019;9.605.000.305.175.780
18/06/2019;9.430.000.305.175.780
19/06/2019;96.25
20/06/2019;10.105.000.305.175.700
21/06/2019;9.980.000.305.175.780
24/06/2019;102.0
25/06/2019;10.644.999.694.824.200
26/06/2019;1.049.000.015.258.780
27/06/2019;10.555.000.305.175.700
28/06/2019;108.25
01/07/2019;1.101.500.015.258.780
02/07/2019;108.25
03/07/2019;112.25
05/07/2019;10.944.999.694.824.200
08/07/2019;104.75
09/07/2019;1.059.000.015.258.780
10/07/2019;1.043.499.984.741.210
11/07/2019;105.5
12/07/2019;10.519.999.694.824.200
15/07/2019;10.880.000.305.175.700
16/07/2019;1.040.999.984.741.210
17/07/2019;10.594.999.694.824.200
18/07/2019;1.071.500.015.258.780
19/07/2019;1.058.499.984.741.210
22/07/2019;1.050.999.984.741.210
23/07/2019;10.230.000.305.175.700
24/07/2019;101.0
25/07/2019;1.006.500.015.258.780
26/07/2019;99.75
29/07/2019;1.011.500.015.258.780
30/07/2019;99.5
31/07/2019;996.500.015.258.789
01/08/2019;97.25
02/08/2019;981.500.015.258.789
05/08/2019;956.500.015.258.789
06/08/2019;9.705.000.305.175.780
07/08/2019;969.000.015.258.789
08/08/2019;974.000.015.258.789
09/08/2019;9.730.000.305.175.780
12/08/2019;93.75
13/08/2019;963.499.984.741.211
14/08/2019;9.444.999.694.824.210
15/08/2019;9.455.000.305.175.780
16/08/2019;928.499.984.741.211
19/08/2019;911.500.015.258.789
20/08/2019;9.144.999.694.824.210
21/08/2019;928.499.984.741.211
22/08/2019;93.5
23/08/2019;925.999.984.741.211
26/08/2019;941.500.015.258.789
27/08/2019;9.380.000.305.175.780
28/08/2019;9.419.999.694.824.210
29/08/2019;919.000.015.258.789
30/08/2019;935.999.984.741.211
03/09/2019;923.499.984.741.211
04/09/2019;934.000.015.258.789
05/09/2019;9.219.999.694.824.210
06/09/2019;938.499.984.741.211
09/09/2019;95.0
10/09/2019;983.499.984.741.211
11/09/2019;1.001.500.015.258.780
12/09/2019;1.003.499.984.741.210
13/09/2019;99.5
16/09/2019;10.080.000.305.175.700
17/09/2019;968.499.984.741.211
18/09/2019;968.499.984.741.211
19/09/2019;983.499.984.741.211
20/09/2019;984.000.015.258.789
23/09/2019;99.0
24/09/2019;991.500.015.258.789
25/09/2019;10.094.999.694.824.200
26/09/2019;1.008.499.984.741.210
27/09/2019;1.009.000.015.258.780
30/09/2019;1.011.500.015.258.780
01/10/2019;1.013.499.984.741.210
02/10/2019;1.005.999.984.741.210
03/10/2019;10.205.000.305.175.700
04/10/2019;99.0
07/10/2019;97.0
08/10/2019;9.569.999.694.824.210
09/10/2019;9.544.999.694.824.210
10/10/2019;93.5
11/10/2019;9.369.999.694.824.210
14/10/2019;948.499.984.741.211
15/10/2019;9.444.999.694.824.210
16/10/2019;9.355.000.305.175.780
17/10/2019;929.000.015.258.789
18/10/2019;9.569.999.694.824.210
21/10/2019;963.499.984.741.211
22/10/2019;989.000.015.258.789
23/10/2019;97.75
24/10/2019;9.644.999.694.824.210
25/10/2019;9.944.999.694.824.210
28/10/2019;100.5
29/10/2019;9.894.999.694.824.210
30/10/2019;993.499.984.741.211
31/10/2019;10.194.999.694.824.200
01/11/2019;104.0
04/11/2019;1.036.500.015.258.780
05/11/2019;10.580.000.305.175.700
06/11/2019;108.0
