Date;Close
11/12/2007;13.010.000.610.351.500
12/12/2007;1.308.000.030.517.570
13/12/2007;13.014.999.389.648.400
14/12/2007;130.75
17/12/2007;1.301.999.969.482.420
18/12/2007;13.135.000.610.351.500
19/12/2007;134.5
20/12/2007;1.336.999.969.482.420
21/12/2007;1.341.999.969.482.420
26/12/2007;13.364.999.389.648.400
27/12/2007;1.318.000.030.517.570
28/12/2007;13.310.000.610.351.500
31/12/2007;1.361.999.969.482.420
02/01/2008;134.0
03/01/2008;1.351.999.969.482.420
04/01/2008;1.326.999.969.482.420
07/01/2008;13.139.999.389.648.400
08/01/2008;1.354.499.969.482.420
09/01/2008;13.560.000.610.351.500
10/01/2008;13.664.999.389.648.400
11/01/2008;1.363.000.030.517.570
14/01/2008;1.375.500.030.517.570
15/01/2008;13.685.000.610.351.500
16/01/2008;13.489.999.389.648.400
17/01/2008;13.439.999.389.648.400
18/01/2008;13.310.000.610.351.500
22/01/2008;135.0
23/01/2008;1.313.000.030.517.570
24/01/2008;13.235.000.610.351.500
25/01/2008;1.314.499.969.482.420
28/01/2008;1.341.999.969.482.420
29/01/2008;1.336.999.969.482.420
30/01/2008;1.365.500.030.517.570
31/01/2008;13.814.999.389.648.400
01/02/2008;13.910.000.610.351.500
04/02/2008;1.426.999.969.482.420
05/02/2008;14.260.000.610.351.500
06/02/2008;14.314.999.389.648.400
07/02/2008;1.433.000.030.517.570
08/02/2008;1.471.999.969.482.420
11/02/2008;14.789.999.389.648.400
12/02/2008;1.479.499.969.482.420
13/02/2008;149.5
14/02/2008;15.260.000.610.351.500
15/02/2008;14.985.000.610.351.500
19/02/2008;1.550.500.030.517.570
20/02/2008;15.460.000.610.351.500
21/02/2008;15.635.000.610.351.500
22/02/2008;16.014.999.389.648.400
25/02/2008;1.616.999.969.482.420
26/02/2008;1.581.999.969.482.420
27/02/2008;161.5
28/02/2008;165.0
29/02/2008;16.460.000.610.351.500
03/03/2008;16.539.999.389.648.400
04/03/2008;1.628.000.030.517.570
05/03/2008;161.75
06/03/2008;152.0
07/03/2008;148.75
10/03/2008;148.25
11/03/2008;15.014.999.389.648.400
12/03/2008;15.185.000.610.351.500
13/03/2008;15.560.000.610.351.500
14/03/2008;1.500.500.030.517.570
17/03/2008;1.343.000.030.517.570
18/03/2008;1.358.000.030.517.570
19/03/2008;1.329.499.969.482.420
20/03/2008;13.089.999.389.648.400
24/03/2008;128.75
25/03/2008;13.264.999.389.648.400
26/03/2008;1.323.000.030.517.570
27/03/2008;1.325.500.030.517.570
28/03/2008;13.039.999.389.648.400
31/03/2008;1.274.000.015.258.780
01/04/2008;12.910.000.610.351.500
02/04/2008;12.864.999.389.648.400
03/04/2008;1.313.000.030.517.570
04/04/2008;13.189.999.389.648.400
07/04/2008;13.360.000.610.351.500
08/04/2008;1.331.999.969.482.420
09/04/2008;136.5
10/04/2008;131.75
11/04/2008;13.085.000.610.351.500
14/04/2008;13.110.000.610.351.500
15/04/2008;1.341.999.969.482.420
16/04/2008;134.75
17/04/2008;13.964.999.389.648.400
18/04/2008;135.25
21/04/2008;13.139.999.389.648.400
22/04/2008;1.353.000.030.517.570
23/04/2008;13.539.999.389.648.400
24/04/2008;130.75
25/04/2008;1.304.499.969.482.420
28/04/2008;1.335.500.030.517.570
29/04/2008;13.435.000.610.351.500
30/04/2008;1.345.500.030.517.570
01/05/2008;12.839.999.389.648.400
02/05/2008;1.285.500.030.517.570
05/05/2008;131.75
06/05/2008;13.285.000.610.351.500
07/05/2008;13.014.999.389.648.400
08/05/2008;13.389.999.389.648.400
09/05/2008;136.0
12/05/2008;1.381.999.969.482.420
13/05/2008;13.689.999.389.648.400
14/05/2008;1.373.000.030.517.570
15/05/2008;1.366.999.969.482.420
16/05/2008;138.0
19/05/2008;13.510.000.610.351.500
20/05/2008;1.368.000.030.517.570
21/05/2008;1.404.499.969.482.420
22/05/2008;1.341.999.969.482.420
23/05/2008;134.0
27/05/2008;132.0
28/05/2008;13.560.000.610.351.500
29/05/2008;132.5
30/05/2008;13.389.999.389.648.400
02/06/2008;13.735.000.610.351.500
03/06/2008;132.5
04/06/2008;132.75
05/06/2008;1.358.000.030.517.570
06/06/2008;13.585.000.610.351.500
09/06/2008;1.310.500.030.517.570
10/06/2008;1.350.500.030.517.570
11/06/2008;13.360.000.610.351.500
12/06/2008;13.460.000.610.351.500
13/06/2008;13.439.999.389.648.400
16/06/2008;1.360.500.030.517.570
17/06/2008;13.910.000.610.351.500
18/06/2008;13.664.999.389.648.400
19/06/2008;1.369.499.969.482.420
20/06/2008;1.439.499.969.482.420
23/06/2008;1.438.000.030.517.570
24/06/2008;14.585.000.610.351.500
25/06/2008;14.760.000.610.351.500
26/06/2008;151.25
27/06/2008;15.014.999.389.648.400
30/06/2008;15.089.999.389.648.400
01/07/2008;1.526.999.969.482.420
02/07/2008;1.534.499.969.482.420
03/07/2008;1.495.500.030.517.570
07/07/2008;1.410.500.030.517.570
08/07/2008;1.396.999.969.482.420
09/07/2008;13.835.000.610.351.500
10/07/2008;139.25
11/07/2008;1.400.500.030.517.570
14/07/2008;1.408.000.030.517.570
15/07/2008;138.5
16/07/2008;13.885.000.610.351.500
17/07/2008;1.355.500.030.517.570
18/07/2008;13.564.999.389.648.400
21/07/2008;13.539.999.389.648.400
22/07/2008;1.374.499.969.482.420
23/07/2008;1.359.499.969.482.420
24/07/2008;1.351.999.969.482.420
25/07/2008;1.373.000.030.517.570
28/07/2008;1.353.000.030.517.570
29/07/2008;13.639.999.389.648.400
30/07/2008;1.375.500.030.517.570
31/07/2008;13.935.000.610.351.500
01/08/2008;14.014.999.389.648.400
04/08/2008;13.685.000.610.351.500
05/08/2008;1.401.999.969.482.420
06/08/2008;13.789.999.389.648.400
07/08/2008;1.404.499.969.482.420
08/08/2008;1.358.000.030.517.570
11/08/2008;13.585.000.610.351.500
12/08/2008;1.374.499.969.482.420
13/08/2008;1.355.500.030.517.570
14/08/2008;13.514.999.389.648.400
15/08/2008;13.285.000.610.351.500
18/08/2008;1.339.499.969.482.420
19/08/2008;1.361.999.969.482.420
20/08/2008;1.373.000.030.517.570
21/08/2008;13.985.000.610.351.500
22/08/2008;140.25
25/08/2008;13.910.000.610.351.500
26/08/2008;1.436.999.969.482.420
27/08/2008;1.438.000.030.517.570
28/08/2008;143.25
29/08/2008;14.189.999.389.648.400
02/09/2008;1.405.500.030.517.570
03/09/2008;13.989.999.389.648.400
04/09/2008;143.5
05/09/2008;13.885.000.610.351.500
08/09/2008;1.396.999.969.482.420
09/09/2008;136.0
10/09/2008;1.366.999.969.482.420
11/09/2008;13.435.000.610.351.500
12/09/2008;13.510.000.610.351.500
15/09/2008;135.25
16/09/2008;12.985.000.610.351.500
17/09/2008;1.294.499.969.482.420
18/09/2008;12.644.999.694.824.200
19/09/2008;13.310.000.610.351.500
22/09/2008;13.660.000.610.351.500
23/09/2008;13.489.999.389.648.400
24/09/2008;13.564.999.389.648.400
25/09/2008;13.760.000.610.351.500
26/09/2008;13.414.999.389.648.400
29/09/2008;130.25
30/09/2008;1.304.499.969.482.420
01/10/2008;12.910.000.610.351.500
02/10/2008;12.544.999.694.824.200
03/10/2008;12.205.000.305.175.700
06/10/2008;114.5
07/10/2008;11.419.999.694.824.200
08/10/2008;11.455.000.305.175.700
09/10/2008;1.146.500.015.258.780
10/10/2008;1.153.499.984.741.210
13/10/2008;1.176.500.015.258.780
14/10/2008;11.894.999.694.824.200
15/10/2008;113.25
16/10/2008;11.294.999.694.824.200
17/10/2008;1.155.999.984.741.210
20/10/2008;114.5
21/10/2008;114.25
22/10/2008;1.125.999.984.741.210
23/10/2008;1.100.999.984.741.210
24/10/2008;1.086.500.015.258.780
27/10/2008;107.75
28/10/2008;10.769.999.694.824.200
29/10/2008;11.219.999.694.824.200
30/10/2008;111.0
31/10/2008;113.0
03/11/2008;1.123.499.984.741.210
04/11/2008;11.669.999.694.824.200
05/11/2008;1.164.000.015.258.780
06/11/2008;111.0
07/11/2008;1.120.999.984.741.210
10/11/2008;11.280.000.305.175.700
11/11/2008;11.230.000.305.175.700
12/11/2008;111.75
13/11/2008;1.104.000.015.258.780
14/11/2008;11.094.999.694.824.200
17/11/2008;11.055.000.305.175.700
18/11/2008;1.105.999.984.741.210
19/11/2008;111.0
20/11/2008;10.830.000.305.175.700
21/11/2008;10.894.999.694.824.200
24/11/2008;11.219.999.694.824.200
25/11/2008;112.5
26/11/2008;1.140.999.984.741.210
28/11/2008;1.140.999.984.741.210
01/12/2008;1.116.500.015.258.780
02/12/2008;110.25
03/12/2008;1.095.999.984.741.210
04/12/2008;104.5
05/12/2008;1.015.999.984.741.210
08/12/2008;107.75
09/12/2008;10.805.000.305.175.700
10/12/2008;10.844.999.694.824.200
11/12/2008;11.105.000.305.175.700
12/12/2008;1.098.499.984.741.210
15/12/2008;10.830.000.305.175.700
16/12/2008;1.095.999.984.741.210
17/12/2008;110.5
18/12/2008;11.069.999.694.824.200
19/12/2008;11.094.999.694.824.200
22/12/2008;1.083.499.984.741.210
23/12/2008;10.744.999.694.824.200
24/12/2008;10.805.000.305.175.700
26/12/2008;1.084.000.015.258.780
29/12/2008;1.066.500.015.258.780
30/12/2008;10.755.000.305.175.700
31/12/2008;11.205.000.305.175.700
02/01/2009;1.109.000.015.258.780
05/01/2009;10.769.999.694.824.200
06/01/2009;1.160.999.984.741.210
07/01/2009;11.419.999.694.824.200
08/01/2009;11.344.999.694.824.200
09/01/2009;1.169.000.015.258.780
12/01/2009;114.5
13/01/2009;114.75
14/01/2009;1.146.500.015.258.780
15/01/2009;1.139.000.015.258.780
16/01/2009;11.580.000.305.175.700
20/01/2009;1.149.000.015.258.780
21/01/2009;11.755.000.305.175.700
22/01/2009;11.944.999.694.824.200
23/01/2009;1.196.500.015.258.780
26/01/2009;12.219.999.694.824.200
27/01/2009;1.219.000.015.258.780
28/01/2009;122.5
29/01/2009;121.5
30/01/2009;1.189.000.015.258.780
02/02/2009;119.75
03/02/2009;119.25
04/02/2009;1.159.000.015.258.780
05/02/2009;11.919.999.694.824.200
06/02/2009;11.955.000.305.175.700
09/02/2009;1.214.000.015.258.780
10/02/2009;1.168.499.984.741.210
11/02/2009;11.580.000.305.175.700
12/02/2009;1.121.500.015.258.780
13/02/2009;1.123.499.984.741.210
17/02/2009;1.103.499.984.741.210
18/02/2009;1.088.499.984.741.210
19/02/2009;10.969.999.694.824.200
20/02/2009;1.089.000.015.258.780
23/02/2009;1.108.499.984.741.210
24/02/2009;11.119.999.694.824.200
25/02/2009;1.106.500.015.258.780
26/02/2009;11.069.999.694.824.200
27/02/2009;10.944.999.694.824.200
02/03/2009;10.355.000.305.175.700
03/03/2009;1.040.999.984.741.210
04/03/2009;10.630.000.305.175.700
05/03/2009;10.655.000.305.175.700
06/03/2009;10.530.000.305.175.700
09/03/2009;10.419.999.694.824.200
10/03/2009;1.038.499.984.741.210
11/03/2009;10.494.999.694.824.200
12/03/2009;10.844.999.694.824.200
13/03/2009;10.830.000.305.175.700
16/03/2009;1.088.499.984.741.210
17/03/2009;109.25
18/03/2009;1.111.500.015.258.780
19/03/2009;11.419.999.694.824.200
20/03/2009;11.619.999.694.824.200
23/03/2009;117.5
24/03/2009;116.75
25/03/2009;11.669.999.694.824.200
26/03/2009;1.173.499.984.741.210
27/03/2009;1.158.499.984.741.210
30/03/2009;113.0
31/03/2009;115.75
01/04/2009;114.5
02/04/2009;11.680.000.305.175.700
03/04/2009;1.184.000.015.258.780
06/04/2009;117.5
07/04/2009;117.5
08/04/2009;11.819.999.694.824.200
09/04/2009;11.930.000.305.175.700
13/04/2009;11.519.999.694.824.200
14/04/2009;1.154.000.015.258.780
15/04/2009;11.569.999.694.824.200
16/04/2009;113.75
17/04/2009;1.118.499.984.741.210
20/04/2009;1.116.500.015.258.780
21/04/2009;112.25
22/04/2009;11.694.999.694.824.200
23/04/2009;117.75
24/04/2009;119.0
27/04/2009;1.149.000.015.258.780
28/04/2009;11.569.999.694.824.200
29/04/2009;11.605.000.305.175.700
30/04/2009;115.0
01/05/2009;1.198.499.984.741.210
04/05/2009;12.019.999.694.824.200
05/05/2009;1.236.500.015.258.780
06/05/2009;12.394.999.694.824.200
07/05/2009;1.236.500.015.258.780
08/05/2009;12.569.999.694.824.200
11/05/2009;1.278.499.984.741.210
12/05/2009;12.814.999.389.648.400
13/05/2009;1.269.000.015.258.780
14/05/2009;12.794.999.694.824.200
15/05/2009;12.755.000.305.175.700
18/05/2009;12.939.999.389.648.400
19/05/2009;1.323.000.030.517.570
20/05/2009;1.333.000.030.517.570
21/05/2009;1.358.000.030.517.570
22/05/2009;135.0
26/05/2009;1.364.499.969.482.420
27/05/2009;135.5
28/05/2009;1.368.000.030.517.570
29/05/2009;13.739.999.389.648.400
01/06/2009;142.25
02/06/2009;142.0
03/06/2009;13.835.000.610.351.500
04/06/2009;1.391.999.969.482.420
05/06/2009;13.385.000.610.351.500
08/06/2009;1.300.500.030.517.570
09/06/2009;13.114.999.389.648.400
10/06/2009;1.303.000.030.517.570
11/06/2009;13.160.000.610.351.500
12/06/2009;1.295.500.030.517.570
15/06/2009;1.213.499.984.741.210
16/06/2009;1.224.000.015.258.780
17/06/2009;11.844.999.694.824.200
18/06/2009;12.044.999.694.824.200
19/06/2009;11.669.999.694.824.200
22/06/2009;11.769.999.694.824.200
23/06/2009;1.161.500.015.258.780
24/06/2009;1.161.500.015.258.780
25/06/2009;11.755.000.305.175.700
26/06/2009;116.75
29/06/2009;1.178.499.984.741.210
30/06/2009;11.730.000.305.175.700
01/07/2009;1.164.000.015.258.780
02/07/2009;11.505.000.305.175.700
06/07/2009;1.154.000.015.258.780
07/07/2009;114.0
08/07/2009;113.0
09/07/2009;11.355.000.305.175.700
10/07/2009;11.230.000.305.175.700
13/07/2009;11.230.000.305.175.700
14/07/2009;1.129.000.015.258.780
15/07/2009;1.156.500.015.258.780
16/07/2009;113.5
17/07/2009;116.25
20/07/2009;119.75
21/07/2009;11.994.999.694.824.200
22/07/2009;1.200.999.984.741.210
23/07/2009;12.455.000.305.175.700
24/07/2009;12.394.999.694.824.200
27/07/2009;12.444.999.694.824.200
28/07/2009;12.280.000.305.175.700
29/07/2009;1.228.499.984.741.210
30/07/2009;12.494.999.694.824.200
31/07/2009;1.278.499.984.741.210
03/08/2009;1.330.500.030.517.570
04/08/2009;133.0
05/08/2009;131.5
06/08/2009;1.346.999.969.482.420
07/08/2009;13.789.999.389.648.400
10/08/2009;13.585.000.610.351.500
11/08/2009;13.689.999.389.648.400
12/08/2009;1.355.500.030.517.570
13/08/2009;132.75
14/08/2009;1.289.499.969.482.420
17/08/2009;12.544.999.694.824.200
18/08/2009;124.75
19/08/2009;1.253.499.984.741.210
20/08/2009;12.269.999.694.824.200
21/08/2009;12.369.999.694.824.200
24/08/2009;121.0
25/08/2009;12.005.000.305.175.700
26/08/2009;1.235.999.984.741.210
27/08/2009;1.201.500.015.258.780
28/08/2009;1.210.999.984.741.210
31/08/2009;1.209.000.015.258.780
01/09/2009;11.919.999.694.824.200
02/09/2009;1.204.000.015.258.780
03/09/2009;11.980.000.305.175.700
04/09/2009;1.228.499.984.741.210
08/09/2009;123.0
09/09/2009;12.369.999.694.824.200
10/09/2009;1.234.000.015.258.780
11/09/2009;12.530.000.305.175.700
14/09/2009;13.210.000.610.351.500
15/09/2009;13.360.000.610.351.500
16/09/2009;1.331.999.969.482.420
17/09/2009;1.350.500.030.517.570
18/09/2009;1.348.000.030.517.570
21/09/2009;13.564.999.389.648.400
22/09/2009;1.380.500.030.517.570
23/09/2009;13.639.999.389.648.400
24/09/2009;1.293.000.030.517.570
25/09/2009;12.769.999.694.824.200
28/09/2009;1.271.500.015.258.780
29/09/2009;125.5
30/09/2009;12.780.000.305.175.700
01/10/2009;12.669.999.694.824.200
02/10/2009;1.296.999.969.482.420
05/10/2009;1.294.499.969.482.420
06/10/2009;13.360.000.610.351.500
07/10/2009;134.25
08/10/2009;13.789.999.389.648.400
09/10/2009;13.564.999.389.648.400
12/10/2009;1.380.500.030.517.570
13/10/2009;1.384.499.969.482.420
14/10/2009;139.25
15/10/2009;137.75
16/10/2009;14.285.000.610.351.500
19/10/2009;144.25
20/10/2009;1.418.000.030.517.570
21/10/2009;1.443.000.030.517.570
22/10/2009;14.364.999.389.648.400
23/10/2009;13.714.999.389.648.400
26/10/2009;136.5
27/10/2009;13.635.000.610.351.500
28/10/2009;13.460.000.610.351.500
29/10/2009;136.75
30/10/2009;135.5
02/11/2009;14.235.000.610.351.500
03/11/2009;14.110.000.610.351.500
04/11/2009;140.75
05/11/2009;14.210.000.610.351.500
06/11/2009;13.889.999.389.648.400
09/11/2009;1.400.500.030.517.570
10/11/2009;1.340.500.030.517.570
11/11/2009;1.326.999.969.482.420
12/11/2009;13.064.999.389.648.400
13/11/2009;13.110.000.610.351.500
16/11/2009;13.635.000.610.351.500
17/11/2009;135.75
18/11/2009;1.380.500.030.517.570
19/11/2009;1.350.500.030.517.570
20/11/2009;13.460.000.610.351.500
23/11/2009;1.363.000.030.517.570
24/11/2009;1.360.500.030.517.570
25/11/2009;1.388.000.030.517.570
27/11/2009;1.379.499.969.482.420
30/11/2009;141.75
01/12/2009;142.5
02/12/2009;1.431.999.969.482.420
03/12/2009;14.414.999.389.648.400
04/12/2009;14.110.000.610.351.500
07/12/2009;146.25
08/12/2009;14.364.999.389.648.400
09/12/2009;1.415.500.030.517.570
10/12/2009;14.264.999.389.648.400
11/12/2009;14.260.000.610.351.500
14/12/2009;14.585.000.610.351.500
15/12/2009;1.471.999.969.482.420
16/12/2009;1.481.999.969.482.420
17/12/2009;146.0
18/12/2009;14.435.000.610.351.500
21/12/2009;14.560.000.610.351.500
22/12/2009;1.424.499.969.482.420
23/12/2009;14.264.999.389.648.400
24/12/2009;1.393.000.030.517.570
28/12/2009;1.369.499.969.482.420
29/12/2009;13.635.000.610.351.500
30/12/2009;13.664.999.389.648.400
31/12/2009;1.359.499.969.482.420
04/01/2010;14.185.000.610.351.500
05/01/2010;141.0
06/01/2010;14.160.000.610.351.500
07/01/2010;14.189.999.389.648.400
08/01/2010;14.535.000.610.351.500
11/01/2010;1.436.999.969.482.420
12/01/2010;14.310.000.610.351.500
13/01/2010;14.514.999.389.648.400
14/01/2010;14.435.000.610.351.500
15/01/2010;140.75
19/01/2010;14.089.999.389.648.400
20/01/2010;1.391.999.969.482.420
21/01/2010;1.386.999.969.482.420
22/01/2010;13.960.000.610.351.500
25/01/2010;13.939.999.389.648.400
26/01/2010;138.25
27/01/2010;1.335.500.030.517.570
28/01/2010;1.329.499.969.482.420
29/01/2010;1.316.999.969.482.420
01/02/2010;1.325.500.030.517.570
02/02/2010;1.350.500.030.517.570
03/02/2010;133.0
04/02/2010;1.315.500.030.517.570
05/02/2010;1.288.000.030.517.570
08/02/2010;13.064.999.389.648.400
09/02/2010;13.039.999.389.648.400
10/02/2010;1.321.999.969.482.420
11/02/2010;1.321.999.969.482.420
12/02/2010;132.75
16/02/2010;1.334.499.969.482.420
17/02/2010;132.25
18/02/2010;13.410.000.610.351.500
19/02/2010;134.75
22/02/2010;12.985.000.610.351.500
23/02/2010;13.035.000.610.351.500
24/02/2010;1.304.499.969.482.420
25/02/2010;12.769.999.694.824.200
26/02/2010;1.290.500.030.517.570
01/03/2010;1.295.500.030.517.570
02/03/2010;1.301.999.969.482.420
03/03/2010;1.296.999.969.482.420
04/03/2010;1.278.499.984.741.210
05/03/2010;128.0
08/03/2010;1.286.999.969.482.420
09/03/2010;130.25
10/03/2010;130.5
11/03/2010;1.314.499.969.482.420
12/03/2010;13.014.999.389.648.400
15/03/2010;12.864.999.389.648.400
16/03/2010;13.035.000.610.351.500
17/03/2010;1.311.999.969.482.420
18/03/2010;13.314.999.389.648.400
19/03/2010;1.303.000.030.517.570
22/03/2010;133.0
23/03/2010;134.75
24/03/2010;1.343.000.030.517.570
25/03/2010;137.0
26/03/2010;13.585.000.610.351.500
29/03/2010;13.814.999.389.648.400
30/03/2010;1.389.499.969.482.420
31/03/2010;13.614.999.389.648.400
01/04/2010;13.739.999.389.648.400
05/04/2010;13.964.999.389.648.400
06/04/2010;1.391.999.969.482.420
07/04/2010;1.375.500.030.517.570
08/04/2010;1.346.999.969.482.420
09/04/2010;1.326.999.969.482.420
12/04/2010;1.335.500.030.517.570
13/04/2010;1.321.999.969.482.420
14/04/2010;13.185.000.610.351.500
15/04/2010;131.75
16/04/2010;12.910.000.610.351.500
19/04/2010;129.0
20/04/2010;12.914.999.389.648.400
21/04/2010;1.296.999.969.482.420
22/04/2010;13.110.000.610.351.500
23/04/2010;1.318.000.030.517.570
26/04/2010;1.325.500.030.517.570
27/04/2010;1.308.000.030.517.570
28/04/2010;13.385.000.610.351.500
29/04/2010;134.5
30/04/2010;1.351.999.969.482.420
03/05/2010;13.839.999.389.648.400
04/05/2010;13.739.999.389.648.400
05/05/2010;137.25
06/05/2010;13.314.999.389.648.400
07/05/2010;133.0
10/05/2010;1.335.500.030.517.570
11/05/2010;135.25
12/05/2010;1.368.000.030.517.570
13/05/2010;1.370.500.030.517.570
14/05/2010;134.25
17/05/2010;1.345.500.030.517.570
18/05/2010;136.25
19/05/2010;132.5
20/05/2010;13.164.999.389.648.400
21/05/2010;13.239.999.389.648.400
24/05/2010;132.25
25/05/2010;132.75
26/05/2010;1.336.999.969.482.420
27/05/2010;134.75
28/05/2010;134.25
01/06/2010;1.365.500.030.517.570
02/06/2010;13.539.999.389.648.400
03/06/2010;13.560.000.610.351.500
04/06/2010;133.75
07/06/2010;13.310.000.610.351.500
08/06/2010;1.335.500.030.517.570
09/06/2010;1.344.499.969.482.420
10/06/2010;137.0
11/06/2010;1.449.499.969.482.420
14/06/2010;1.509.499.969.482.420
15/06/2010;15.935.000.610.351.500
16/06/2010;158.75
17/06/2010;15.635.000.610.351.500
18/06/2010;160.25
21/06/2010;1.589.499.969.482.420
22/06/2010;15.910.000.610.351.500
23/06/2010;15.860.000.610.351.500
24/06/2010;166.75
25/06/2010;167.0
28/06/2010;1.663.000.030.517.570
29/06/2010;161.5
30/06/2010;1.641.999.969.482.420
01/07/2010;1.661.999.969.482.420
02/07/2010;1.623.000.030.517.570
06/07/2010;155.5
07/07/2010;16.064.999.389.648.400
08/07/2010;15.964.999.389.648.400
09/07/2010;1.611.999.969.482.420
12/07/2010;16.114.999.389.648.400
13/07/2010;163.25
14/07/2010;16.260.000.610.351.500
15/07/2010;1.648.000.030.517.570
16/07/2010;1.648.000.030.517.570
19/07/2010;162.0
20/07/2010;1.564.499.969.482.420
21/07/2010;1.573.000.030.517.570
22/07/2010;1.616.999.969.482.420
23/07/2010;166.0
26/07/2010;16.560.000.610.351.500
27/07/2010;163.75
28/07/2010;16.739.999.389.648.400
29/07/2010;1.730.500.030.517.570
30/07/2010;1.763.000.030.517.570
02/08/2010;172.5
03/08/2010;16.664.999.389.648.400
04/08/2010;169.75
05/08/2010;16.985.000.610.351.500
06/08/2010;16.739.999.389.648.400
09/08/2010;16.960.000.610.351.500
10/08/2010;16.964.999.389.648.400
11/08/2010;17.060.000.610.351.500
12/08/2010;1.755.500.030.517.570
13/08/2010;175.5
16/08/2010;1.786.999.969.482.420
17/08/2010;175.5
18/08/2010;17.514.999.389.648.400
19/08/2010;1.773.000.030.517.570
20/08/2010;1.815.500.030.517.570
23/08/2010;181.5
24/08/2010;16.685.000.610.351.500
25/08/2010;16.410.000.610.351.500
26/08/2010;1.699.499.969.482.420
27/08/2010;1.770.500.030.517.570
30/08/2010;1.795.500.030.517.570
31/08/2010;1.768.000.030.517.570
01/09/2010;180.5
02/09/2010;1.831.999.969.482.420
03/09/2010;1.850.500.030.517.570
07/09/2010;1.906.999.969.482.420
08/09/2010;19.310.000.610.351.500
09/09/2010;18.914.999.389.648.400
10/09/2010;188.25
13/09/2010;187.5
14/09/2010;1.936.999.969.482.420
15/09/2010;19.264.999.389.648.400
16/09/2010;19.035.000.610.351.500
17/09/2010;18.785.000.610.351.500
20/09/2010;1.805.500.030.517.570
21/09/2010;18.289.999.389.648.400
22/09/2010;1.799.499.969.482.420
23/09/2010;18.164.999.389.648.400
24/09/2010;18.060.000.610.351.500
27/09/2010;182.25
28/09/2010;1.889.499.969.482.420
29/09/2010;185.75
30/09/2010;1.830.500.030.517.570
01/10/2010;18.110.000.610.351.500
04/10/2010;172.5
05/10/2010;177.0
06/10/2010;1.755.500.030.517.570
07/10/2010;1.734.499.969.482.420
08/10/2010;18.214.999.389.648.400
11/10/2010;17.864.999.389.648.400
12/10/2010;1.856.999.969.482.420
13/10/2010;18.614.999.389.648.400
14/10/2010;18.760.000.610.351.500
15/10/2010;18.639.999.389.648.400
18/10/2010;18.560.000.610.351.500
19/10/2010;19.089.999.389.648.400
20/10/2010;196.75
21/10/2010;201.0
22/10/2010;19.885.000.610.351.500
25/10/2010;200.5
26/10/2010;201.75
27/10/2010;2.003.000.030.517.570
28/10/2010;19.660.000.610.351.500
29/10/2010;2.034.499.969.482.420
01/11/2010;1.976.999.969.482.420
02/11/2010;19.939.999.389.648.400
03/11/2010;19.614.999.389.648.400
04/11/2010;2.058.000.030.517.570
05/11/2010;20.514.999.389.648.400
08/11/2010;20.810.000.610.351.500
09/11/2010;2.170.500.030.517.570
10/11/2010;212.25
11/11/2010;20.664.999.389.648.400
12/11/2010;2.004.499.969.482.420
15/11/2010;2.044.499.969.482.420
16/11/2010;1.978.000.030.517.570
17/11/2010;1.994.499.969.482.420
18/11/2010;20.864.999.389.648.400
19/11/2010;20.985.000.610.351.500
22/11/2010;20.614.999.389.648.400
23/11/2010;21.035.000.610.351.500
24/11/2010;20.714.999.389.648.400
26/11/2010;20.214.999.389.648.400
29/11/2010;20.239.999.389.648.400
30/11/2010;2.009.499.969.482.420
01/12/2010;2.033.000.030.517.570
02/12/2010;20.339.999.389.648.400
03/12/2010;204.5
06/12/2010;20.864.999.389.648.400
07/12/2010;20.760.000.610.351.500
08/12/2010;204.25
09/12/2010;2.043.000.030.517.570
10/12/2010;20.935.000.610.351.500
13/12/2010;2.171.999.969.482.420
14/12/2010;21.635.000.610.351.500
15/12/2010;21.689.999.389.648.400
16/12/2010;21.614.999.389.648.400
17/12/2010;225.25
20/12/2010;22.464.999.389.648.400
21/12/2010;23.385.000.610.351.500
22/12/2010;2.301.999.969.482.420
23/12/2010;23.589.999.389.648.400
27/12/2010;2.374.499.969.482.420
28/12/2010;2.393.000.030.517.570
29/12/2010;23.964.999.389.648.400
30/12/2010;2.363.000.030.517.570
31/12/2010;240.5
04/01/2011;2.349.499.969.482.420
05/01/2011;233.0
06/01/2011;233.0
07/01/2011;2.306.999.969.482.420
10/01/2011;231.25
11/01/2011;2.346.999.969.482.420
12/01/2011;24.060.000.610.351.500
13/01/2011;237.5
14/01/2011;23.460.000.610.351.500
18/01/2011;23.535.000.610.351.500
19/01/2011;232.5
20/01/2011;2.318.000.030.517.570
21/01/2011;24.039.999.389.648.400
24/01/2011;2.373.000.030.517.570
25/01/2011;231.25
26/01/2011;237.5
27/01/2011;2.369.499.969.482.420
28/01/2011;245.0
31/01/2011;2.448.000.030.517.570
01/02/2011;24.939.999.389.648.400
02/02/2011;25.039.999.389.648.400
03/02/2011;25.135.000.610.351.500
04/02/2011;2.493.000.030.517.570
07/02/2011;249.75
08/02/2011;24.760.000.610.351.500
09/02/2011;25.360.000.610.351.500
10/02/2011;25.560.000.610.351.500
11/02/2011;2.519.499.969.482.420
14/02/2011;2.586.499.938.964.840
15/02/2011;25.804.998.779.296.800
16/02/2011;2.586.499.938.964.840
17/02/2011;2.673.500.061.035.150
18/02/2011;2.716.499.938.964.840
22/02/2011;2.736.000.061.035.150
23/02/2011;268.75
24/02/2011;26.420.001.220.703.100
